-0.200000	0.000000	-0.500000
-0.199997	0.000000	-0.499992
-0.199979	0.000000	-0.499937
-0.199929	0.000000	-0.499788
-0.199832	0.000000	-0.499501
-0.199673	0.000000	-0.499032
-0.199436	0.000000	-0.498342
-0.199106	0.000000	-0.497395
-0.198669	0.000000	-0.496157
-0.198112	0.000000	-0.494601
-0.197420	0.000000	-0.492705
-0.196580	0.000000	-0.490450
-0.195580	0.000000	-0.487826
-0.194408	0.000000	-0.484826
-0.193052	0.000000	-0.481450
-0.191504	0.000000	-0.477705
-0.189752	0.000000	-0.473601
-0.187787	0.000000	-0.469157
-0.185603	0.000000	-0.464395
-0.183191	0.000000	-0.459342
-0.180546	0.000000	-0.454032
-0.177662	0.000000	-0.448501
-0.174534	0.000000	-0.442788
-0.171160	0.000000	-0.436937
-0.167536	0.000000	-0.430992
-0.163662	0.000000	-0.425000
-0.159536	0.000000	-0.419008
-0.155160	0.000000	-0.413063
-0.150534	0.000000	-0.407212
-0.145662	0.000000	-0.401499
-0.140546	0.000000	-0.395968
-0.135191	0.000000	-0.390658
-0.129603	0.000000	-0.385605
-0.123787	0.000000	-0.380843
-0.117752	0.000000	-0.376399
-0.111504	0.000000	-0.372295
-0.105052	0.000000	-0.368550
-0.098408	0.000000	-0.365174
-0.091580	0.000000	-0.362174
-0.084580	0.000000	-0.359550
-0.077420	0.000000	-0.357295
-0.070112	0.000000	-0.355399
-0.062669	0.000000	-0.353843
-0.055106	0.000000	-0.352605
-0.047436	0.000000	-0.351658
-0.039673	0.000000	-0.350968
-0.031832	0.000000	-0.350499
-0.023929	0.000000	-0.350212
-0.015979	0.000000	-0.350063
-0.007997	0.000000	-0.350008
0.000000	0.000000	-0.350000
0.007997	0.000000	-0.350008
0.015979	0.000000	-0.350063
0.023929	0.000000	-0.350212
0.031832	0.000000	-0.350499
0.039673	0.000000	-0.350968
0.047436	0.000000	-0.351658
0.055106	0.000000	-0.352605
0.062669	0.000000	-0.353843
0.070112	0.000000	-0.355399
0.077420	0.000000	-0.357295
0.084580	0.000000	-0.359550
0.091580	0.000000	-0.362174
0.098408	0.000000	-0.365174
0.105052	0.000000	-0.368550
0.111504	0.000000	-0.372295
0.117752	0.000000	-0.376399
0.123787	0.000000	-0.380843
0.129603	0.000000	-0.385605
0.135191	0.000000	-0.390658
0.140546	0.000000	-0.395968
0.145662	0.000000	-0.401499
0.150534	0.000000	-0.407212
0.155160	0.000000	-0.413063
0.159536	0.000000	-0.419008
0.163662	0.000000	-0.425000
0.167536	0.000000	-0.430992
0.171160	0.000000	-0.436937
0.174534	0.000000	-0.442788
0.177662	0.000000	-0.448501
0.180546	0.000000	-0.454032
0.183191	0.000000	-0.459342
0.185603	0.000000	-0.464395
0.187787	0.000000	-0.469157
0.189752	0.000000	-0.473601
0.191504	0.000000	-0.477705
0.193052	0.000000	-0.481450
0.194408	0.000000	-0.484826
0.195580	0.000000	-0.487826
0.196580	0.000000	-0.490450
0.197420	0.000000	-0.492705
0.198112	0.000000	-0.494601
0.198669	0.000000	-0.496157
0.199106	0.000000	-0.497395
0.199436	0.000000	-0.498342
0.199673	0.000000	-0.499032
0.199832	0.000000	-0.499501
0.199929	0.000000	-0.499788
0.199979	0.000000	-0.499937
0.199997	0.000000	-0.499992
0.200000	0.000000	-0.500000
0.199997	0.000000	-0.500000
0.199979	0.000000	-0.500000
0.199929	0.000000	-0.500000
0.199832	0.000000	-0.500000
0.199673	0.000000	-0.500000
0.199436	0.000000	-0.500000
0.199106	0.000000	-0.500000
0.198669	0.000000	-0.500000
0.198112	0.000000	-0.500000
0.197420	0.000000	-0.500000
0.196580	0.000000	-0.500000
0.195580	0.000000	-0.500000
0.194408	0.000000	-0.500000
0.193052	0.000000	-0.500000
0.191504	0.000000	-0.500000
0.189752	0.000000	-0.500000
0.187787	0.000000	-0.500000
0.185603	0.000000	-0.500000
0.183191	0.000000	-0.500000
0.180546	0.000000	-0.500000
0.177662	0.000000	-0.500000
0.174534	0.000000	-0.500000
0.171160	0.000000	-0.500000
0.167536	0.000000	-0.500000
0.163662	0.000000	-0.500000
0.159536	0.000000	-0.500000
0.155160	0.000000	-0.500000
0.150534	0.000000	-0.500000
0.145662	0.000000	-0.500000
0.140546	0.000000	-0.500000
0.135191	0.000000	-0.500000
0.129603	0.000000	-0.500000
0.123787	0.000000	-0.500000
0.117752	0.000000	-0.500000
0.111504	0.000000	-0.500000
0.105052	0.000000	-0.500000
0.098408	0.000000	-0.500000
0.091580	0.000000	-0.500000
0.084580	0.000000	-0.500000
0.077420	0.000000	-0.500000
0.070112	0.000000	-0.500000
0.062669	0.000000	-0.500000
0.055106	0.000000	-0.500000
0.047436	0.000000	-0.500000
0.039673	0.000000	-0.500000
0.031832	0.000000	-0.500000
0.023929	0.000000	-0.500000
0.015979	0.000000	-0.500000
0.007997	0.000000	-0.500000
0.000000	0.000000	-0.500000
-0.007997	0.000000	-0.500000
-0.015979	0.000000	-0.500000
-0.023929	0.000000	-0.500000
-0.031832	0.000000	-0.500000
-0.039673	0.000000	-0.500000
-0.047436	0.000000	-0.500000
-0.055106	0.000000	-0.500000
-0.062669	0.000000	-0.500000
-0.070112	0.000000	-0.500000
