23.206603	19.921211	40.001934	-0.175022	0.490104
23.236618	19.853677	40.002435	-0.165667	0.464383
23.266633	19.808654	40.002924	-0.175336	0.490966
23.296648	19.763632	40.001231	-0.188620	0.527345
23.326663	19.741121	40.003864	-0.202568	0.565360
23.356678	19.718609	40.005945	-0.209371	0.583829
23.386693	19.696098	40.007473	-0.216133	0.602139
23.416708	19.651076	40.000285	-0.221270	0.616014
23.446723	19.628564	40.000151	-0.236045	0.655761
23.506753	19.606053	40.008025	-0.272886	0.753749
23.536768	19.583542	40.006766	-0.249289	0.691177
23.566783	19.561031	40.004946	-0.255785	0.708470
23.596798	19.538519	40.002563	-0.262235	0.725590
23.656828	19.516008	40.008154	-0.301337	0.828242
23.686843	19.493497	40.004631	-0.275134	0.759672
23.716858	19.470985	40.000542	-0.281445	0.776270
23.776888	19.448474	40.004396	-0.322065	0.881830
23.836918	19.425963	40.007661	-0.328962	0.899528
23.866933	19.403452	40.001839	-0.300401	0.825810
23.926963	19.380940	40.003927	-0.342409	0.933837
23.986993	19.358429	40.005419	-0.349129	0.950886
24.047024	19.335918	40.006310	-0.355791	0.967723
24.107054	19.313407	40.006599	-0.362395	0.984348
24.167084	19.290895	40.006283	-0.368940	1.000763
24.227114	19.268384	40.005358	-0.375427	1.016967
24.287144	19.245873	40.003822	-0.381854	1.032961
24.347174	19.223362	40.001672	-0.388225	1.048751
24.437219	19.200850	40.007300	-0.420618	1.128088
24.497249	19.178339	40.003900	-0.400992	1.080214
24.587294	19.155828	40.008245	-0.433680	1.159622
24.647324	19.133317	40.003582	-0.413536	1.110881
24.737369	19.110805	40.006629	-0.446484	1.190273
24.797399	19.088294	40.000688	-0.425858	1.140771
24.887444	19.065783	40.002422	-0.459031	1.220061
24.977489	19.043272	40.003487	-0.465322	1.234904
25.067534	19.020760	40.003876	-0.471551	1.249539
25.157579	18.998249	40.003588	-0.477720	1.263973
25.247624	18.975738	40.002616	-0.483828	1.278205
25.337669	18.953227	40.000957	-0.489876	1.292240
25.457729	18.930715	40.006821	-0.513764	1.347110
25.547774	18.908204	40.003757	-0.502027	1.320262
25.667834	18.885693	40.008171	-0.525916	1.374678
25.757879	18.863182	40.003681	-0.513947	1.347526
25.877939	18.840670	40.006624	-0.537821	1.401462
25.967984	18.818159	40.000690	-0.525640	1.374054
26.088044	18.795648	40.002140	-0.549487	1.427492
26.208104	18.773137	40.002825	-0.555350	1.440496
26.328164	18.750625	40.002741	-0.561156	1.453318
26.448224	18.728114	40.001880	-0.566904	1.465962
26.568284	18.705603	40.000238	-0.572594	1.478429
26.718359	18.683092	40.005810	-0.590702	1.517771
26.838419	18.660580	40.002563	-0.584049	1.503375
26.988494	18.638069	40.006476	-0.602062	1.542198
27.108554	18.615558	40.001599	-0.595283	1.527645
27.258629	18.593047	40.003824	-0.613196	1.565948
27.408704	18.570535	40.005184	-0.618800	1.577832
27.558779	18.548024	40.005669	-0.624351	1.589555
27.708854	18.525513	40.005274	-0.629846	1.601117
27.858929	18.503002	40.003990	-0.635286	1.612518
28.009005	18.480490	40.001810	-0.640673	1.623767
28.189095	18.457979	40.006499	-0.654993	1.653456
28.339170	18.435468	40.002477	-0.651531	1.646306
28.519260	18.412956	40.005258	-0.665728	1.675520
28.699350	18.390445	40.007058	-0.671136	1.686571
28.849425	18.367934	40.000198	-0.667544	1.679235
29.029515	18.345423	40.000037	-0.681554	1.707742
29.239620	18.322911	40.006485	-0.693533	1.731896
29.419710	18.300400	40.004271	-0.692243	1.729305
29.599800	18.277889	40.001030	-0.697392	1.739633
29.809905	18.255378	40.004285	-0.709179	1.763140
30.020010	18.232866	40.006431	-0.714417	1.773526
30.230115	18.210355	40.006773	-0.718659	1.781907
30.440220	18.187844	40.004836	-0.722847	1.790159
30.650325	18.165333	40.000626	-0.726987	1.798294
30.890445	18.142821	40.000856	-0.736115	1.816144
31.160580	18.120310	40.004898	-0.744242	1.831945
31.430715	18.097799	40.005850	-0.748365	1.839928
31.700850	18.075288	40.003731	-0.752425	1.847766
32.001001	18.052776	40.004316	-0.759675	1.861708
32.301151	18.030265	40.001394	-0.763660	1.869344
32.631316	18.007754	40.000233	-0.770261	1.881945
32.991496	17.985243	40.000064	-0.776404	1.893622
33.381691	17.962731	40.000075	-0.782163	1.904527
33.831916	17.940220	40.003713	-0.789039	1.917490
34.282141	17.917709	40.001124	-0.792722	1.924410
34.822411	17.895198	40.003159	-0.799651	1.937382
35.392696	17.872686	40.000108	-0.803935	1.945372
36.113057	17.850175	40.001579	-0.810422	1.957429
36.983492	17.827664	40.000150	-0.815316	1.966492
38.334167	17.805153	40.000574	-0.820544	1.976142
41.665833	17.805153	40.000574	-0.827621	1.989149
43.016508	17.827664	40.000150	-0.819136	1.973544
43.886943	17.850175	40.001579	-0.812636	1.961533
44.607304	17.872686	40.000108	-0.807281	1.951597
45.177589	17.895198	40.003159	-0.800537	1.939036
45.717859	17.917709	40.001124	-0.796064	1.930674
46.168084	17.940220	40.003713	-0.789039	1.917490
46.618309	17.962731	40.000075	-0.785219	1.910295
47.008504	17.985243	40.000064	-0.778296	1.897210
47.368684	18.007754	40.000233	-0.772481	1.886170
47.698849	18.030265	40.001394	-0.766298	1.874386
47.998999	18.052776	40.004316	-0.759675	1.861708
48.299150	18.075288	40.003731	-0.755617	1.853913
48.569285	18.097799	40.005850	-0.748365	1.839928
48.839420	18.120310	40.004898	-0.744242	1.831945
49.109555	18.142821	40.000856	-0.740058	1.823822
49.349675	18.165333	40.000626	-0.731948	1.808009
49.559780	18.187844	40.004836	-0.722847	1.790159
49.769885	18.210355	40.006773	-0.718659	1.781907
49.979990	18.232866	40.006431	-0.714417	1.773526
50.190095	18.255378	40.004285	-0.709179	1.763140
50.400200	18.277889	40.001030	-0.703857	1.752551
50.580290	18.300400	40.004271	-0.692243	1.729305
50.760380	18.322911	40.006485	-0.687045	1.718838
50.970485	18.345423	40.000037	-0.688054	1.720873
51.150575	18.367934	40.000198	-0.676251	1.696985
51.300650	18.390445	40.007058	-0.662419	1.668737
51.480740	18.412956	40.005258	-0.665728	1.675520
51.660830	18.435468	40.002477	-0.660267	1.664317
51.810905	18.457979	40.006499	-0.646250	1.635365
51.990995	18.480490	40.001810	-0.649423	1.641944
52.141071	18.503002	40.003990	-0.635286	1.612518
52.291146	18.525513	40.005274	-0.629846	1.601117
52.441221	18.548024	40.005669	-0.624351	1.589555
52.591296	18.570535	40.005184	-0.618800	1.577832
52.741371	18.593047	40.003824	-0.613196	1.565948
52.891446	18.615558	40.001599	-0.607536	1.553898
53.011506	18.638069	40.006476	-0.589815	1.515857
53.161581	18.660580	40.002563	-0.596289	1.529809
53.281641	18.683092	40.005810	-0.578471	1.491252
53.431716	18.705603	40.000238	-0.584813	1.505033
53.551776	18.728114	40.001880	-0.566904	1.465962
53.671836	18.750625	40.002741	-0.561156	1.453318
53.791896	18.773137	40.002825	-0.555350	1.440496
53.911956	18.795648	40.002140	-0.549487	1.427492
54.032016	18.818159	40.000690	-0.543565	1.414304
54.122061	18.840670	40.006624	-0.519940	1.361148
54.242121	18.863182	40.003681	-0.531781	1.387900
54.332166	18.885693	40.008171	-0.508133	1.334255
54.452226	18.908204	40.003757	-0.519754	1.360727
54.542271	18.930715	40.006821	-0.496096	1.306612
54.662331	18.953227	40.000957	-0.507480	1.332761
54.752376	18.975738	40.002616	-0.483828	1.278205
54.842421	18.998249	40.003588	-0.477720	1.263973
54.932466	19.020760	40.003876	-0.471551	1.249539
55.022511	19.043272	40.003487	-0.465322	1.234904
55.112556	19.065783	40.002422	-0.459031	1.220061
55.202601	19.088294	40.000688	-0.452680	1.205014
55.262631	19.110805	40.006629	-0.419831	1.126179
55.352676	19.133317	40.003582	-0.440007	1.174800
55.412706	19.155828	40.008245	-0.407395	1.095898
55.502751	19.178339	40.003900	-0.427077	1.143713
55.562781	19.200850	40.007300	-0.394736	1.064829
55.652826	19.223362	40.001672	-0.413887	1.111736
55.712856	19.245873	40.003822	-0.381854	1.032961
55.772886	19.268384	40.005358	-0.375427	1.016967
55.832916	19.290895	40.006283	-0.368940	1.000763
55.892946	19.313407	40.006599	-0.362395	0.984348
55.952976	19.335918	40.006310	-0.355791	0.967723
56.013007	19.358429	40.005419	-0.349129	0.950886
56.073037	19.380940	40.003927	-0.342409	0.933837
56.133067	19.403452	40.001839	-0.335630	0.916574
56.163082	19.425963	40.007661	-0.294230	0.809735
56.223112	19.448474	40.004396	-0.322065	0.881830
56.283142	19.470985	40.000542	-0.315112	0.863920
56.313157	19.493497	40.004631	-0.275134	0.759672
