23.206603	19.921211	40.001934	-0.338012	0.000000	0.941142
23.236618	19.853677	40.002435	-0.293414	-0.130406	0.947049
23.266633	19.808654	40.002924	-0.281712	-0.187808	0.940939
23.296648	19.763632	40.001231	-0.301427	-0.200951	0.932073
23.326663	19.741121	40.003864	-0.232031	-0.309374	0.922198
23.356678	19.718609	40.005945	-0.239085	-0.318780	0.917179
23.386693	19.696098	40.007473	-0.246030	-0.328040	0.912063
23.416708	19.651076	40.000285	-0.348434	-0.232289	0.908094
23.446723	19.628564	40.000151	-0.266078	-0.354771	0.896292
23.506753	19.606053	40.008025	-0.176447	-0.470526	0.864564
23.536768	19.583542	40.006766	-0.279072	-0.372096	0.885248
23.566783	19.561031	40.004946	-0.285341	-0.380455	0.879679
23.596798	19.538519	40.002563	-0.291497	-0.388663	0.874054
23.656828	19.516008	40.008154	-0.191551	-0.510804	0.838086
23.686843	19.493497	40.004631	-0.303603	-0.404804	0.862531
23.716858	19.470985	40.000542	-0.309423	-0.412564	0.856766
23.776888	19.448474	40.004396	-0.202038	-0.538767	0.817870
23.836918	19.425963	40.007661	-0.205428	-0.547809	0.810990
23.866933	19.403452	40.001839	-0.326497	-0.435329	0.838981
23.926963	19.380940	40.003927	-0.211896	-0.565057	0.797377
23.986993	19.358429	40.005419	-0.215058	-0.573489	0.790481
24.047024	19.335918	40.006310	-0.218146	-0.581723	0.783588
24.107054	19.313407	40.006599	-0.221161	-0.589763	0.776703
24.167084	19.290895	40.006283	-0.224104	-0.597611	0.769830
24.227114	19.268384	40.005358	-0.226976	-0.605270	0.762974
24.287144	19.245873	40.003822	-0.229779	-0.612745	0.756139
24.347174	19.223362	40.001672	-0.232514	-0.620037	0.749327
24.437219	19.200850	40.007300	-0.169762	-0.679049	0.714194
24.497249	19.178339	40.003900	-0.237868	-0.634315	0.735570
24.587294	19.155828	40.008245	-0.173242	-0.692970	0.699843
24.647324	19.133317	40.003582	-0.242963	-0.647903	0.721936
24.737369	19.110805	40.006629	-0.176537	-0.706149	0.685703
24.797399	19.088294	40.000688	-0.247810	-0.660828	0.708447
24.887444	19.065783	40.002422	-0.179655	-0.718622	0.671794
24.977489	19.043272	40.003487	-0.181178	-0.724712	0.664806
25.067534	19.020760	40.003876	-0.182659	-0.730637	0.657880
25.157579	18.998249	40.003588	-0.184100	-0.736400	0.651016
25.247624	18.975738	40.002616	-0.185502	-0.742006	0.644217
25.337669	18.953227	40.000957	-0.186865	-0.747459	0.637484
25.457729	18.930715	40.006821	-0.145901	-0.778138	0.610913
25.547774	18.908204	40.003757	-0.189531	-0.758123	0.623961
25.667834	18.885693	40.008171	-0.147785	-0.788184	0.597432
25.757879	18.863182	40.003681	-0.192053	-0.768212	0.610710
25.877939	18.840670	40.006624	-0.149562	-0.797664	0.584263
25.967984	18.818159	40.000690	-0.194439	-0.777755	0.597738
26.088044	18.795648	40.002140	-0.151239	-0.806610	0.571407
26.208104	18.773137	40.002825	-0.152059	-0.810981	0.564966
26.328164	18.750625	40.002741	-0.152855	-0.815228	0.558604
26.448224	18.728114	40.001880	-0.153629	-0.819353	0.552321
26.568284	18.705603	40.000238	-0.154380	-0.823360	0.546118
26.718359	18.683092	40.005810	-0.126115	-0.840769	0.526500
26.838419	18.660580	40.002563	-0.155850	-0.831199	0.533685
26.988494	18.638069	40.006476	-0.127219	-0.848124	0.514297
27.108554	18.615558	40.001599	-0.157237	-0.838596	0.521569
27.258629	18.593047	40.003824	-0.128258	-0.855055	0.502424
27.408704	18.570535	40.005184	-0.128767	-0.858443	0.496482
27.558779	18.548024	40.005669	-0.129260	-0.861732	0.490621
27.708854	18.525513	40.005274	-0.129739	-0.864925	0.484842
27.858929	18.503002	40.003990	-0.130204	-0.868025	0.479145
28.009005	18.480490	40.001810	-0.130655	-0.871035	0.473527
28.189095	18.457979	40.006499	-0.110215	-0.881721	0.458717
28.339170	18.435468	40.002477	-0.131538	-0.876923	0.462281
28.519260	18.412956	40.005258	-0.110908	-0.887262	0.447734
28.699350	18.390445	40.007058	-0.111246	-0.889970	0.442242
28.849425	18.367934	40.000198	-0.132778	-0.885187	0.445887
29.029515	18.345423	40.000037	-0.111879	-0.895033	0.431741
29.239620	18.322911	40.006485	-0.096691	-0.902452	0.419798
29.419710	18.300400	40.004271	-0.112503	-0.900021	0.421077
29.599800	18.277889	40.001030	-0.112794	-0.902350	0.415982
29.809905	18.255378	40.004285	-0.097432	-0.909369	0.404420
30.020010	18.232866	40.006431	-0.097670	-0.911591	0.399328
30.230115	18.210355	40.006773	-0.097860	-0.913356	0.395227
30.440220	18.187844	40.004836	-0.098043	-0.915070	0.391196
30.650325	18.165333	40.000626	-0.098222	-0.916736	0.387230
